name,rating,category,price_wna,city,address
Basil Kitchen Bali,4.5,Asian,300000.0,Badung,"Jl. Pangkung Sari no. 45, Seminyak 80361 Indonesia"
La Baracca,4.5,Italian,300000.0,Badung,"Jl. Petitenget 17D, Seminyak 80361 Indonesia"
Cafe del Mar Bali,4.0,Italian,300000.0,Badung,"Jl Subak Sari, Canggu 80361 Indonesia"
Art Cafe Bumbu Bali,5.0,Asian,300000.0,Badung,"Jl. Pintas Siligita No.101, Benoa 80361 Indonesia"
Awake Cafe,5.0,Cafe,100000.0,Gianyar,"Jalan Sukma Kesuma 11A, Ubud 80571 Indonesia"
Sushi Kyuden Bali,4.0,Japanese,300000.0,Badung,"Jl. Sunset Road no. 99, Kuta 80361 Indonesia"
Rise & Shine Cafe,5.0,Healthy,100000.0,Badung,"Jl. Padang Linjong No 71A, Canggu 80361 Indonesia"
The Rich Penida,5.0,International,100000.0,Klungkung,"Jalan Ped - Buyuk, Ped 80771 Indonesia"
Warung Damar,4.5,Asian,300000.0,Badung,"Jl. Kartika Plaza Bali Garden Beach Resort, Kuta 80361 Indonesia"
Seasoned,5.0,Seafood,300000.0,Gianyar,"Jl. Raya Pengosekan No. 108, Ubud 80571 Indonesia"
Summer Queen Bali,4.5,Bar,300000.0,Badung,"Jl. Padma No 8, Legian 80361 Indonesia"
Beach Bar,4.5,Bar,300000.0,Badung,"Jl. Taman Ganesha no. 9 Petitenget, Seminyak 80361 Indonesia"
Santorini Greek Restaurant,4.5,Mediterranean,100000.0,Badung,"Jl. Batu Mejan No.50 Echo Beach, Canggu Indonesia"
MAMA'S German Restaurant,4.0,German,300000.0,Badung,"Jl. Legian, Kuta 80361 Indonesia"
The Fair Warung Bale,4.5,Asian,100000.0,Gianyar,"Jl. Sriwedari no. 6 100m Up From Main Road Ubud, Ubud 80571 Indonesia"
Kayu Lembongan,5.0,Cafe,300000.0,Klungkung,"Jl. Jungutbatu, 80771 Indonesia"
Padi Restaurant,4.5,Indonesian,300000.0,Badung,"Jl. Karang Mas Sejahtera, Jimbaran 80364 Indonesia"
Sea Circus,4.5,Cafe,300000.0,Badung,"22 Jalan Kayu Aya Oberoi Road opposite Samaya Villas, Seminyak Indonesia"
Bird Nest Thai Kitchen,4.5,Asian,300000.0,Gianyar,"Jalan Raya Sayan, Ubud 80571 Indonesia"
Un's Restaurant,4.5,Italian,300000.0,Badung,"Jalan Pantai Kuta Corner Poppies 1, Kuta 80361 Indonesia"
The Warung at Alila Villas Uluwatu,4.5,Indonesian,500000.0,Badung,"Jl. Belimbing Sari Banjar Tambiyak, Pecatu 80364 Indonesia"
Kuali Restaurant,4.5,Asian,300000.0,Badung,"Jl. Arjuna no. 99, Legian Indonesia"
Mandala Bar and Grill,4.5,Asian,300000.0,Badung,"JL. Pratama 55X, Nusa Dua, Benoa 80361 Indonesia"
Bendino Cafe,5.0,Italian,300000.0,Badung,"Uluwatu St No.177, Jimbaran 80361 Indonesia"
Norii Ubud by Ini Vie Hospitality,5.0,Japanese,300000.0,Gianyar,"Jl. Sawah Indah Gang Amarea No 8, Ubud 80571 Indonesia"
Forketta Bali,4.5,Italian,300000.0,Denpasar,"Jl Danau Tamblingan 126c Sanur, Sanur, Denpasar 80228 Indonesia"
Api Jiwa,5.0,Barbecue,500000.0,Gianyar,"Jl. RY Dalem, Kelusa, Payangan 80561 Indonesia"
12 Urban Cafe,5.0,Cafe,300000.0,Badung,"Jl. Pantai Batu Mejan No. 12c, Canggu 80361 Indonesia"
Kenja Ikan Bakar In Nusa Dua,4.5,Cafe,300000.0,Badung,"Kenja Square, Jl. Pantai Mengiat Jl Raya Nusa Dua Selatan, Benoa 80363 Indonesia"
Ambermoon Warung,4.5,Seafood,300000.0,Badung,"Jl. Camplung Tanduk No.103F, Seminyak 80361 Indonesia"
Warung Bu Mi,4.5,Asian,100000.0,Badung,"Jl. Raya Batu Bolong no. 52, Canggu 80361 Indonesia"
Ginger & Jamu,4.5,Cafe,100000.0,Klungkung,"Ship wreck Beach Jungut Batu End of the Rip Curl gang on the beach front, 80771 Indonesia"
Mads Lange,5.0,International,300000.0,Gianyar,"Jl. RY Dalem, Kelusa, Payangan 80561 Indonesia"
Nusa Dua Beach Grill,4.0,Italian,300000.0,Badung,"Jl. Pura Geger Geger Lagoon, Nusa Dua, Benoa 80363 Indonesia"
Riva Bar & Restaurant,4.5,Bar,300000.0,Badung,"Jl. Pantai Kuta Kuta Beach Heritage Hotel, Kuta 80361 Indonesia"
Waroeng Telaga's,4.5,Seafood,100000.0,Badung,"Jl. Kartika Plaza In Front Of Discovery Mall, Kuta 80361 Indonesia"
Sakala Beach Club,4.5,European,500000.0,Badung,"Jl. Pratama 95 The Sakala Resort Bali, Tanjung Benoa 80363 Indonesia"
"Cantina Classe, Italian Restaurant Canggu by Wonderspace",5.0,Italian,300000.0,Badung,"Jalan Padang Linjong No.8C, Canggu 80361 Indonesia"
Avera Bali,5.0,Bar,300000.0,Badung,"Jl Legian No 88 Kuta, Badung, Bali, Kuta 80361 Indonesia"
After Rock,5.0,Bar,300000.0,Badung,"Jalan Karang Mas Sejahtera, Jimbaran 80361 Indonesia"
Mona Lisa Cafe,4.5,European,300000.0,Denpasar,"Danau Tamblingan No.98, Sanur, Denpasar Indonesia"
Istanbul Corner Bali,5.0,Mediterranean,300000.0,Badung,"Sidewalk Jimbaran, Jl. Raya Uluwatu No.138a, Jimbaran 80361 Indonesia"
The Shore,4.5,Seafood,300000.0,Badung,"Jl. Raya Nusa Dua Selatan Hilton Bali Resort, Nusa Dua, Benoa 80361 Indonesia"
Vue Beach Club Canggu,4.0,Bar,300000.0,Badung,"Jalan Pantai Berawa No. 100XX, Tibubeneng 80361 Indonesia"
Laguna Garden Restaurant Bali Collection,4.0,Seafood,300000.0,Badung,"Bali Collection Block A ITDC Area Nusa Dua, Nusa Dua, Benoa 80363 Indonesia"
He'enalu Cafe & Resto,5.0,International,100000.0,Badung,"Jalan Raya Uluwatu No. 70X Pecatu, Pecatu 80361 Indonesia"
Clear Cafe,4.5,Cafe,300000.0,Gianyar,"Jl. Hanoman No. 8, Ubud 80571 Indonesia"
Paed Thai Canggu by Wonderspace,5.0,Asian,500000.0,Badung,"Jl. Canggu Padang Linjong No.8A, Canggu 80361 Indonesia"
Warung Anna,4.5,Asian,100000.0,Denpasar,"Jl. karang sari no. 2, Sanur, Denpasar Indonesia"
Casa Luna Restaurant,4.0,Cafe,300000.0,Gianyar,"Jl. Bisma, Ubud 80571 Indonesia"
Brunch Station,5.0,Bar,100000.0,Badung,"Jl. Labuan Sait No. 73, Pecatu 80361 Indonesia"
Sang Ria Grill Bali,4.5,International,300000.0,Badung,"Jl Werkudara No.5, Legian 80361 Indonesia"
Hitana Restaurant,4.5,International,300000.0,Badung,"Jalan Padma Utara, Legian Kaja The Bali Niksoma Hotel, Legian 80361 Indonesia"
Bamboo Corner,4.0,Seafood,100000.0,Badung,"Poppies Lane I no. 26, Kuta Indonesia"
Warung Setia,4.5,Asian,100000.0,Buleleng,"Jl. Seririt - Gilimanuk, Pemuteran, Gerokgak 81155 Indonesia"
Terracotta Restaurant Ubud,4.5,International,300000.0,Gianyar,"Jl. Raya Lungsiakan No.62, Ubud 80571 Indonesia"
Santana Brasserie Latina,5.0,Steakhouse,300000.0,Badung,"Jl. Pemelisan Agung No.8, Berawa, Kec. Kuta Utara, Canggu 80363 Indonesia"
Craftsman Ubud,5.0,Bar,300000.0,Gianyar,"Jl. Suweta No.24 Depan Parkir Ubud, Ubud 80571 Indonesia"
Moana Fish Eatery,4.5,Seafood,300000.0,Badung,"Jl. Pantai Batu Bolong no. 28, Canggu 80361 Indonesia"
Warung Bule Legian,5.0,Southwestern,100000.0,Badung,"Jl. Padma Utara gang Abdi no 11, Legian 80361 Indonesia"
Romeos Bar & Grillery,4.5,Bar,300000.0,Badung,"Jl. Padma Utara Ossotel, Legian 80361 Indonesia"
Sumizen Bali,5.0,Japanese,500000.0,Badung,"Jl. Karang Mas, Jimbaran, Kec. Kuta Sel AYANA Resort and Spa, Jimbaran 80364 Indonesia"
D'alas Warung,4.5,Asian,300000.0,Gianyar,"Jl. Raya Pujung Kaja, Ubud 80561 Indonesia"
Curry Traders Restaurant And Bar,4.5,Indian,300000.0,Klungkung,"Jalan Jungutbatu, Jungutbatu 80771 Indonesia"
Indiana Kenanga Restaurant,4.5,French,500000.0,Klungkung,"Jungut Batu Beach 56, 80771 Indonesia"
